variable;nuts3;year;value
Business_growth_rate;ITC34;2012;-0.63
Business_growth_rate;ITC34;2013;-4.83
Business_growth_rate;ITC34;2014;-3.83
Business_growth_rate;ITC34;2015;0.42
Business_growth_rate;ITC34;2016;-1.05
Business_growth_rate;ITC34;2017;1.27
Business_growth_rate;ITC34;2018;0.29
Business_growth_rate;ITC34;2019;-0.85
Business_growth_rate;ITC4;2012;0.01
Business_growth_rate;ITC4;2013;-2.85
Business_growth_rate;ITC4;2014;-2.60
Business_growth_rate;ITC4;2015;1.22
Business_growth_rate;ITC4;2016;-0.75
Business_growth_rate;ITC4;2017;0.69
Business_growth_rate;ITC4;2018;0.48
Business_growth_rate;ITC4;2019;-0.20
Business_growth_rate;ITC41;2012;-1.15
Business_growth_rate;ITC41;2013;-4.12
Business_growth_rate;ITC41;2014;-3.30
Business_growth_rate;ITC41;2015;0.36
Business_growth_rate;ITC41;2016;-1.28
Business_growth_rate;ITC41;2017;-0.08
Business_growth_rate;ITC41;2018;-0.44
Business_growth_rate;ITC41;2019;-0.80
Business_growth_rate;ITC42;2012;-1.06
Business_growth_rate;ITC42;2013;-2.94
Business_growth_rate;ITC42;2014;-2.96
Business_growth_rate;ITC42;2015;0.35
Business_growth_rate;ITC42;2016;-1.14
Business_growth_rate;ITC42;2017;0.50
Business_growth_rate;ITC42;2018;0.26
Business_growth_rate;ITC42;2019;-0.48
Business_growth_rate;ITC43;2012;-1.24
Business_growth_rate;ITC43;2013;-3.06
Business_growth_rate;ITC43;2014;-3.73
Business_growth_rate;ITC43;2015;-0.51
Business_growth_rate;ITC43;2016;-1.83
Business_growth_rate;ITC43;2017;1.58
Business_growth_rate;ITC43;2018;-0.68
Business_growth_rate;ITC43;2019;-0.67
Business_growth_rate;ITC44;2012;-0.02
Business_growth_rate;ITC44;2013;-4.39
Business_growth_rate;ITC44;2014;-3.95
Business_growth_rate;ITC44;2015;-2.05
Business_growth_rate;ITC44;2016;-1.18
Business_growth_rate;ITC44;2017;2.12
Business_growth_rate;ITC44;2018;0.12
Business_growth_rate;ITC44;2019;-0.75
Business_growth_rate;ITC46;2012;-0.60
Business_growth_rate;ITC46;2013;-3.52
Business_growth_rate;ITC46;2014;-3.66
Business_growth_rate;ITC46;2015;-0.57
Business_growth_rate;ITC46;2016;-1.11
Business_growth_rate;ITC46;2017;0.72
Business_growth_rate;ITC46;2018;0.34
Business_growth_rate;ITC46;2019;-0.10
Business_growth_rate;ITC47;2012;0.00
Business_growth_rate;ITC47;2013;-3.92
Business_growth_rate;ITC47;2014;-3.70
Business_growth_rate;ITC47;2015;-0.22
Business_growth_rate;ITC47;2016;-1.03
Business_growth_rate;ITC47;2017;1.33
Business_growth_rate;ITC47;2018;0.32
Business_growth_rate;ITC47;2019;-0.15
Business_growth_rate;ITC48;2012;0.27
Business_growth_rate;ITC48;2013;-3.93
Business_growth_rate;ITC48;2014;-4.29
Business_growth_rate;ITC48;2015;0.63
Business_growth_rate;ITC48;2016;-1.66
Business_growth_rate;ITC48;2017;0.83
Business_growth_rate;ITC48;2018;-0.15
Business_growth_rate;ITC48;2019;-1.12
Business_growth_rate;ITC49;2012;-0.13
Business_growth_rate;ITC49;2013;-4.68
Business_growth_rate;ITC49;2014;-3.89
Business_growth_rate;ITC49;2015;0.62
Business_growth_rate;ITC49;2016;-2.31
Business_growth_rate;ITC49;2017;-0.29
Business_growth_rate;ITC49;2018;-1.21
Business_growth_rate;ITC49;2019;-0.93
Business_growth_rate;ITC4A;2012;0.56
Business_growth_rate;ITC4A;2013;-4.75
Business_growth_rate;ITC4A;2014;-3.52
Business_growth_rate;ITC4A;2015;-0.16
Business_growth_rate;ITC4A;2016;-1.40
Business_growth_rate;ITC4A;2017;1.47
Business_growth_rate;ITC4A;2018;0.39
Business_growth_rate;ITC4A;2019;-0.44
Business_growth_rate;ITC4B;2012;-0.27
Business_growth_rate;ITC4B;2013;-3.85
Business_growth_rate;ITC4B;2014;-3.95
Business_growth_rate;ITC4B;2015;-1.08
Business_growth_rate;ITC4B;2016;-1.08
Business_growth_rate;ITC4B;2017;1.79
Business_growth_rate;ITC4B;2018;-0.09
Business_growth_rate;ITC4B;2019;-0.51
Business_growth_rate;ITC4C;2012;0.89
Business_growth_rate;ITC4C;2013;-1.37
Business_growth_rate;ITC4C;2014;-1.03
Business_growth_rate;ITC4C;2015;3.43
Business_growth_rate;ITC4C;2016;-0.04
Business_growth_rate;ITC4C;2017;0.33
Business_growth_rate;ITC4C;2018;1.22
Business_growth_rate;ITC4C;2019;0.13
Business_growth_rate;ITC4D;2012;-0.80
Business_growth_rate;ITC4D;2013;-2.72
Business_growth_rate;ITC4D;2014;-2.52
Business_growth_rate;ITC4D;2015;0.87
Business_growth_rate;ITC4D;2016;-0.72
Business_growth_rate;ITC4D;2017;0.84
Business_growth_rate;ITC4D;2018;-0.09
Business_growth_rate;ITC4D;2019;-0.09
Business_growth_rate;ITF;2012;2.69
Business_growth_rate;ITF;2013;-3.09
Business_growth_rate;ITF;2014;-1.28
Business_growth_rate;ITF;2015;2.79
Business_growth_rate;ITF;2016;-0.80
Business_growth_rate;ITF;2017;1.30
Business_growth_rate;ITF;2018;0.29
Business_growth_rate;ITF;2019;-0.49
Business_growth_rate;ITF1;2012;0.85
Business_growth_rate;ITF1;2013;-4.49
Business_growth_rate;ITF1;2014;-3.22
Business_growth_rate;ITF1;2015;1.13
Business_growth_rate;ITF1;2016;-1.92
Business_growth_rate;ITF1;2017;0.82
Business_growth_rate;ITF1;2018;0.58
Business_growth_rate;ITF1;2019;-0.53
Business_growth_rate;ITF11;2012;0.76
Business_growth_rate;ITF11;2013;-4.41
Business_growth_rate;ITF11;2014;-3.39
Business_growth_rate;ITF11;2015;-0.24
Business_growth_rate;ITF11;2016;-1.97
Business_growth_rate;ITF11;2017;-0.41
Business_growth_rate;ITF11;2018;-0.15
Business_growth_rate;ITF11;2019;-0.74
Business_growth_rate;ITF12;2012;1.06
Business_growth_rate;ITF12;2013;-5.74
Business_growth_rate;ITF12;2014;-2.60
Business_growth_rate;ITF12;2015;0.13
Business_growth_rate;ITF12;2016;-1.93
Business_growth_rate;ITF12;2017;1.47
Business_growth_rate;ITF12;2018;0.85
Business_growth_rate;ITF12;2019;-0.86
Business_growth_rate;ITF13;2012;0.98
Business_growth_rate;ITF13;2013;-3.65
Business_growth_rate;ITF13;2014;-3.85
Business_growth_rate;ITF13;2015;3.08
Business_growth_rate;ITF13;2016;-2.60
Business_growth_rate;ITF13;2017;1.19
Business_growth_rate;ITF13;2018;1.15
Business_growth_rate;ITF13;2019;-0.73
Business_growth_rate;ITF14;2012;0.60
Business_growth_rate;ITF14;2013;-4.08
Business_growth_rate;ITF14;2014;-3.10
Business_growth_rate;ITF14;2015;1.44
Business_growth_rate;ITF14;2016;-1.25
Business_growth_rate;ITF14;2017;0.83
Business_growth_rate;ITF14;2018;0.38
Business_growth_rate;ITF14;2019;0.15
Business_growth_rate;ITF2;2012;1.19
Business_growth_rate;ITF2;2013;-3.15
Business_growth_rate;ITF2;2014;-3.11
Business_growth_rate;ITF2;2015;3.68
Business_growth_rate;ITF2;2016;-2.83
Business_growth_rate;ITF2;2017;3.02
Business_growth_rate;ITF2;2018;-1.00
Business_growth_rate;ITF2;2019;-0.14
Business_growth_rate;ITF21;2012;0.13
Business_growth_rate;ITF21;2013;-1.97
Business_growth_rate;ITF21;2014;-1.03
Business_growth_rate;ITF21;2015;5.24
Business_growth_rate;ITF21;2016;-4.81
Business_growth_rate;ITF21;2017;3.46
Business_growth_rate;ITF21;2018;0.25
Business_growth_rate;ITF21;2019;-1.17
Business_growth_rate;ITF22;2012;1.63
Business_growth_rate;ITF22;2013;-3.64
Business_growth_rate;ITF22;2014;-3.99
Business_growth_rate;ITF22;2015;3.00
Business_growth_rate;ITF22;2016;-1.94
Business_growth_rate;ITF22;2017;2.82
Business_growth_rate;ITF22;2018;-1.55
Business_growth_rate;ITF22;2019;0.31
Business_growth_rate;ITF3;2012;3.69
Business_growth_rate;ITF3;2013;-2.09
Business_growth_rate;ITF3;2014;-0.17
Business_growth_rate;ITF3;2015;4.24
Business_growth_rate;ITF3;2016;-0.03
Business_growth_rate;ITF3;2017;1.21
Business_growth_rate;ITF3;2018;0.43
Business_growth_rate;ITF3;2019;-0.23
Business_growth_rate;ITF31;2012;2.79
Business_growth_rate;ITF31;2013;-2.78
Business_growth_rate;ITF31;2014;-1.03
Business_growth_rate;ITF31;2015;3.71
Business_growth_rate;ITF31;2016;-0.20
Business_growth_rate;ITF31;2017;1.34
Business_growth_rate;ITF31;2018;0.40
Business_growth_rate;ITF31;2019;0.22
Business_growth_rate;ITF32;2012;1.19
Business_growth_rate;ITF32;2013;-3.84
Business_growth_rate;ITF32;2014;-1.33
Business_growth_rate;ITF32;2015;3.84
Business_growth_rate;ITF32;2016;-1.68
Business_growth_rate;ITF32;2017;1.66
Business_growth_rate;ITF32;2018;-0.31
Business_growth_rate;ITF32;2019;-0.79
Business_growth_rate;ITF33;2012;4.16
Business_growth_rate;ITF33;2013;-1.05
Business_growth_rate;ITF33;2014;0.32
Business_growth_rate;ITF33;2015;4.63
Business_growth_rate;ITF33;2016;0.46
Business_growth_rate;ITF33;2017;1.08
Business_growth_rate;ITF33;2018;0.45
Business_growth_rate;ITF33;2019;0.00
Business_growth_rate;ITF34;2012;1.91
Business_growth_rate;ITF34;2013;-2.25
Business_growth_rate;ITF34;2014;-1.27
Business_growth_rate;ITF34;2015;2.86
Business_growth_rate;ITF34;2016;-0.91
Business_growth_rate;ITF34;2017;1.93
Business_growth_rate;ITF34;2018;0.05
Business_growth_rate;ITF34;2019;-1.87
Business_growth_rate;ITF35;2012;4.52
Business_growth_rate;ITF35;2013;-3.49
Business_growth_rate;ITF35;2014;-0.06
Business_growth_rate;ITF35;2015;4.27
Business_growth_rate;ITF35;2016;-0.38
Business_growth_rate;ITF35;2017;1.07
Business_growth_rate;ITF35;2018;0.69
Business_growth_rate;ITF35;2019;-0.38
Business_growth_rate;ITF4;2012;2.70
Business_growth_rate;ITF4;2013;-3.35
Business_growth_rate;ITF4;2014;-1.62
Business_growth_rate;ITF4;2015;1.67
Business_growth_rate;ITF4;2016;-1.21
Business_growth_rate;ITF4;2017;1.78
Business_growth_rate;ITF4;2018;0.54
Business_growth_rate;ITF4;2019;-0.47
Business_growth_rate;ITF43;2012;3.48
Business_growth_rate;ITF43;2013;-2.49
Business_growth_rate;ITF43;2014;-2.50
Business_growth_rate;ITF43;2015;0.71
Business_growth_rate;ITF43;2016;-1.97
Business_growth_rate;ITF43;2017;0.85
Business_growth_rate;ITF43;2018;-0.38
Business_growth_rate;ITF43;2019;-0.74
Business_growth_rate;ITF44;2012;2.95
Business_growth_rate;ITF44;2013;-2.82
Business_growth_rate;ITF44;2014;-2.09
Business_growth_rate;ITF44;2015;0.70
Business_growth_rate;ITF44;2016;-0.47
Business_growth_rate;ITF44;2017;3.56
Business_growth_rate;ITF44;2018;0.14
Business_growth_rate;ITF44;2019;-1.01
Business_growth_rate;ITF45;2012;3.86
Business_growth_rate;ITF45;2013;-4.45
Business_growth_rate;ITF45;2014;-2.87
Business_growth_rate;ITF45;2015;0.02
Business_growth_rate;ITF45;2016;-2.10
Business_growth_rate;ITF45;2017;2.02
Business_growth_rate;ITF45;2018;0.84
Business_growth_rate;ITF45;2019;-1.02
Business_growth_rate;ITF46;2012;4.03
Business_growth_rate;ITF46;2013;-2.24
Business_growth_rate;ITF46;2014;0.19
Business_growth_rate;ITF46;2015;2.73
Business_growth_rate;ITF46;2016;-0.29
Business_growth_rate;ITF46;2017;1.47
Business_growth_rate;ITF46;2018;0.91
Business_growth_rate;ITF46;2019;-0.97
Business_growth_rate;ITF47;2012;2.35
Business_growth_rate;ITF47;2013;-4.62
Business_growth_rate;ITF47;2014;-1.11
Business_growth_rate;ITF47;2015;2.69
Business_growth_rate;ITF47;2016;-1.28
Business_growth_rate;ITF47;2017;1.85
Business_growth_rate;ITF47;2018;0.84
Business_growth_rate;ITF47;2019;0.33
Business_growth_rate;ITF48;2012;-1.51
Business_growth_rate;ITF48;2013;0.28
Business_growth_rate;ITF48;2014;-1.42
Business_growth_rate;ITF48;2015;2.54
Business_growth_rate;ITF48;2016;-0.22
Business_growth_rate;ITF48;2017;0.96
Business_growth_rate;ITF48;2018;-0.06
Business_growth_rate;ITF48;2019;-0.40
Business_growth_rate;ITF5;2012;0.61
Business_growth_rate;ITF5;2013;-3.03
Business_growth_rate;ITF5;2014;-2.22
Business_growth_rate;ITF5;2015;1.67
Business_growth_rate;ITF5;2016;-0.08
Business_growth_rate;ITF5;2017;2.21
Business_growth_rate;ITF5;2018;0.04
Business_growth_rate;ITF5;2019;-0.20
Business_growth_rate;ITF51;2012;0.33
Business_growth_rate;ITF51;2013;-2.47
Business_growth_rate;ITF51;2014;-2.22
Business_growth_rate;ITF51;2015;1.19
Business_growth_rate;ITF51;2016;-0.41
Business_growth_rate;ITF51;2017;1.63
Business_growth_rate;ITF51;2018;0.09
Business_growth_rate;ITF51;2019;-0.94
Business_growth_rate;ITF52;2012;1.11
Business_growth_rate;ITF52;2013;-4.06
Business_growth_rate;ITF52;2014;-2.23
Business_growth_rate;ITF52;2015;2.54
Business_growth_rate;ITF52;2016;0.51
Business_growth_rate;ITF52;2017;3.25
Business_growth_rate;ITF52;2018;-0.04
Business_growth_rate;ITF52;2019;1.12
Business_growth_rate;ITF6;2012;2.29
Business_growth_rate;ITF6;2013;-4.25
Business_growth_rate;ITF6;2014;-1.53
Business_growth_rate;ITF6;2015;2.61
Business_growth_rate;ITF6;2016;-1.12
Business_growth_rate;ITF6;2017;0.26
Business_growth_rate;ITF6;2018;-0.71
Business_growth_rate;ITF6;2019;-1.46
Business_growth_rate;ITF61;2012;3.00
Business_growth_rate;ITF61;2013;-4.10
Business_growth_rate;ITF61;2014;-1.52
Business_growth_rate;ITF61;2015;2.57
Business_growth_rate;ITF61;2016;-0.27
Business_growth_rate;ITF61;2017;1.03
Business_growth_rate;ITF61;2018;-1.14
Business_growth_rate;ITF61;2019;-0.78
Business_growth_rate;ITF62;2012;1.11
Business_growth_rate;ITF62;2013;-3.98
Business_growth_rate;ITF62;2014;-1.04
Business_growth_rate;ITF62;2015;1.40
Business_growth_rate;ITF62;2016;-0.87
Business_growth_rate;ITF62;2017;-1.55
Business_growth_rate;ITF62;2018;0.95
Business_growth_rate;ITF62;2019;0.13
Business_growth_rate;ITF63;2012;2.04
Business_growth_rate;ITF63;2013;-4.04
Business_growth_rate;ITF63;2014;-1.74
Business_growth_rate;ITF63;2015;3.01
Business_growth_rate;ITF63;2016;-1.89
Business_growth_rate;ITF63;2017;0.25
Business_growth_rate;ITF63;2018;0.84
Business_growth_rate;ITF63;2019;-1.68
Business_growth_rate;ITF64;2012;2.80
Business_growth_rate;ITF64;2013;-5.10
Business_growth_rate;ITF64;2014;-1.32
Business_growth_rate;ITF64;2015;2.42
Business_growth_rate;ITF64;2016;-0.35
Business_growth_rate;ITF64;2017;-0.91
Business_growth_rate;ITF64;2018;-1.14
Business_growth_rate;ITF64;2019;0.00
Business_growth_rate;ITF65;2012;1.74
Business_growth_rate;ITF65;2013;-4.41
Business_growth_rate;ITF65;2014;-1.64
Business_growth_rate;ITF65;2015;2.82
Business_growth_rate;ITF65;2016;-2.09
Business_growth_rate;ITF65;2017;0.18
Business_growth_rate;ITF65;2018;-1.55
Business_growth_rate;ITF65;2019;-3.26
Business_growth_rate;ITG;2012;0.38
Business_growth_rate;ITG;2013;-4.50
Business_growth_rate;ITG;2014;-2.16
Business_growth_rate;ITG;2015;1.57
Business_growth_rate;ITG;2016;-1.14
Business_growth_rate;ITG;2017;0.30
Business_growth_rate;ITG;2018;0.47
Business_growth_rate;ITG;2019;-0.01
Business_growth_rate;ITG1;2012;0.82
Business_growth_rate;ITG1;2013;-4.20
Business_growth_rate;ITG1;2014;-1.71
Business_growth_rate;ITG1;2015;1.65
Business_growth_rate;ITG1;2016;-0.96
Business_growth_rate;ITG1;2017;-0.29
Business_growth_rate;ITG1;2018;0.00
Business_growth_rate;ITG1;2019;0.07
Business_growth_rate;ITG11;2012;-0.42
Business_growth_rate;ITG11;2013;-3.87
Business_growth_rate;ITG11;2014;-1.66
Business_growth_rate;ITG11;2015;1.02
Business_growth_rate;ITG11;2016;-0.53
Business_growth_rate;ITG11;2017;-0.67
Business_growth_rate;ITG11;2018;-0.72
Business_growth_rate;ITG11;2019;-1.10
Business_growth_rate;ITG12;2012;1.07
Business_growth_rate;ITG12;2013;-3.74
Business_growth_rate;ITG12;2014;-1.52
Business_growth_rate;ITG12;2015;1.77
Business_growth_rate;ITG12;2016;-1.04
Business_growth_rate;ITG12;2017;-1.08
Business_growth_rate;ITG12;2018;-0.34
Business_growth_rate;ITG12;2019;1.67
Business_growth_rate;ITG13;2012;0.64
Business_growth_rate;ITG13;2013;-3.29
Business_growth_rate;ITG13;2014;-1.29
Business_growth_rate;ITG13;2015;1.28
Business_growth_rate;ITG13;2016;-1.01
Business_growth_rate;ITG13;2017;-0.02
Business_growth_rate;ITG13;2018;-1.40
Business_growth_rate;ITG13;2019;-1.13
Business_growth_rate;ITG14;2012;0.59
Business_growth_rate;ITG14;2013;-3.17
Business_growth_rate;ITG14;2014;-1.72
Business_growth_rate;ITG14;2015;-0.85
Business_growth_rate;ITG14;2016;-0.89
Business_growth_rate;ITG14;2017;-1.13
Business_growth_rate;ITG14;2018;0.47
Business_growth_rate;ITG14;2019;1.41
Business_growth_rate;ITG15;2012;2.25
Business_growth_rate;ITG15;2013;-4.80
Business_growth_rate;ITG15;2014;-2.40
Business_growth_rate;ITG15;2015;-0.15
Business_growth_rate;ITG15;2016;-1.58
Business_growth_rate;ITG15;2017;-2.05
Business_growth_rate;ITG15;2018;1.14
Business_growth_rate;ITG15;2019;-0.21
Business_growth_rate;ITG16;2012;1.41
Business_growth_rate;ITG16;2013;-5.29
Business_growth_rate;ITG16;2014;-5.18
Business_growth_rate;ITG16;2015;0.82
Business_growth_rate;ITG16;2016;-1.93
Business_growth_rate;ITG16;2017;-0.34
Business_growth_rate;ITG16;2018;-1.17
Business_growth_rate;ITG16;2019;-0.81
Business_growth_rate;ITG17;2012;0.92
Business_growth_rate;ITG17;2013;-5.14
Business_growth_rate;ITG17;2014;-0.85
Business_growth_rate;ITG17;2015;3.41
Business_growth_rate;ITG17;2016;-0.65
Business_growth_rate;ITG17;2017;0.28
Business_growth_rate;ITG17;2018;0.56
Business_growth_rate;ITG17;2019;-0.36
Business_growth_rate;ITG18;2012;1.10
Business_growth_rate;ITG18;2013;-4.47
Business_growth_rate;ITG18;2014;-1.75
Business_growth_rate;ITG18;2015;1.65
Business_growth_rate;ITG18;2016;-0.67
Business_growth_rate;ITG18;2017;-0.02
Business_growth_rate;ITG18;2018;1.72
Business_growth_rate;ITG18;2019;0.94
Business_growth_rate;ITG19;2012;0.64
Business_growth_rate;ITG19;2013;-4.85
Business_growth_rate;ITG19;2014;-3.55
Business_growth_rate;ITG19;2015;1.84
Business_growth_rate;ITG19;2016;-1.62
Business_growth_rate;ITG19;2017;1.94
Business_growth_rate;ITG19;2018;0.53
Business_growth_rate;ITG19;2019;-0.79
Business_growth_rate;ITG2;2012;-0.76
Business_growth_rate;ITG2;2013;-5.31
Business_growth_rate;ITG2;2014;-3.34
Business_growth_rate;ITG2;2015;1.35
Business_growth_rate;ITG2;2016;-1.63
Business_growth_rate;ITG2;2017;1.88
Business_growth_rate;ITG2;2018;1.72
Business_growth_rate;ITG2;2019;-0.23
Business_growth_rate;ITG25;2012;0.68
Business_growth_rate;ITG25;2013;-6.77
Business_growth_rate;ITG25;2014;-4.35
Business_growth_rate;ITG25;2015;1.36
Business_growth_rate;ITG25;2016;-2.48
Business_growth_rate;ITG25;2017;1.68
Business_growth_rate;ITG25;2018;1.74
Business_growth_rate;ITG26;2012;-2.11
Business_growth_rate;ITG26;2013;-5.76
Business_growth_rate;ITG26;2014;-3.83
Business_growth_rate;ITG26;2015;1.29
Business_growth_rate;ITG26;2016;-2.06
Business_growth_rate;ITG26;2017;-0.81
Business_growth_rate;ITG26;2018;1.78
Business_growth_rate;ITG27;2012;0.18
Business_growth_rate;ITG27;2013;-5.01
Business_growth_rate;ITG27;2014;-2.89
Business_growth_rate;ITG27;2015;1.11
Business_growth_rate;ITG27;2016;-2.74
Business_growth_rate;ITG27;2017;1.71
Business_growth_rate;ITG27;2018;1.24
Business_growth_rate;ITG28;2012;-1.57
Business_growth_rate;ITG28;2013;-5.25
Business_growth_rate;ITG28;2014;-3.48
Business_growth_rate;ITG28;2015;-0.09
Business_growth_rate;ITG28;2016;-1.68
Business_growth_rate;ITG28;2017;3.33
Business_growth_rate;ITG28;2018;0.00
Business_growth_rate;ITG29;2012;-1.79
Business_growth_rate;ITG29;2013;-4.58
Business_growth_rate;ITG29;2014;-2.21
Business_growth_rate;ITG29;2015;2.01
Business_growth_rate;ITG29;2016;0.89
Business_growth_rate;ITG29;2017;3.56
Business_growth_rate;ITG29;2018;3.58
Business_growth_rate;ITG2A;2012;-0.20
Business_growth_rate;ITG2A;2013;-7.16
Business_growth_rate;ITG2A;2014;-5.55
Business_growth_rate;ITG2A;2015;0.08
Business_growth_rate;ITG2A;2016;3.73
Business_growth_rate;ITG2A;2017;4.48
Business_growth_rate;ITG2A;2018;1.69
Business_growth_rate;ITG2B;2012;-1.46
Business_growth_rate;ITG2B;2013;-3.30
Business_growth_rate;ITG2B;2014;-5.71
Business_growth_rate;ITG2B;2015;0.70
Business_growth_rate;ITG2B;2016;-0.64
Business_growth_rate;ITG2B;2017;-1.03
Business_growth_rate;ITG2B;2018;1.58
Business_growth_rate;ITG2C;2012;-5.22
Business_growth_rate;ITG2C;2013;-3.73
Business_growth_rate;ITG2C;2014;-1.29
Business_growth_rate;ITG2C;2015;4.44
Business_growth_rate;ITG2C;2016;-1.38
Business_growth_rate;ITG2C;2017;1.89
Business_growth_rate;ITG2C;2018;2.13
Business_growth_rate;ITH;2012;-0.44
Business_growth_rate;ITH;2013;-3.65
Business_growth_rate;ITH;2014;-3.41
Business_growth_rate;ITH;2015;0.16
Business_growth_rate;ITH;2016;-0.73
Business_growth_rate;ITH;2017;1.76
Business_growth_rate;ITH;2018;0.19
Business_growth_rate;ITH;2019;-0.65
Business_growth_rate;ITH1;2012;-0.03
Business_growth_rate;ITH1;2013;-1.78
Business_growth_rate;ITH1;2014;-1.10
Business_growth_rate;ITH1;2015;1.12
Business_growth_rate;ITH1;2016;0.48
Business_growth_rate;ITH1;2017;2.40
Business_growth_rate;ITH1;2018;1.47
Business_growth_rate;ITH1;2019;0.27
Business_growth_rate;ITH10;2012;-0.03
Business_growth_rate;ITH10;2013;-1.78
Business_growth_rate;ITH10;2014;-1.10
Business_growth_rate;ITH10;2015;1.12
Business_growth_rate;ITH10;2016;0.48
Business_growth_rate;ITH10;2017;2.40
Business_growth_rate;ITH10;2018;1.47
Business_growth_rate;ITH10;2019;0.27
Business_growth_rate;ITH2;2012;-0.69
Business_growth_rate;ITH2;2013;-2.53
Business_growth_rate;ITH2;2014;-2.53
Business_growth_rate;ITH2;2015;-1.10
Business_growth_rate;ITH2;2016;-0.35
Business_growth_rate;ITH2;2017;1.04
Business_growth_rate;ITH2;2018;0.60
Business_growth_rate;ITH2;2019;-0.97
Business_growth_rate;ITH20;2012;-0.69
Business_growth_rate;ITH20;2013;-2.53
Business_growth_rate;ITH20;2014;-2.53
Business_growth_rate;ITH20;2015;-1.10
Business_growth_rate;ITH20;2016;-0.35
Business_growth_rate;ITH20;2017;1.04
Business_growth_rate;ITH20;2018;0.60
Business_growth_rate;ITH20;2019;-0.97
Business_growth_rate;ITH3;2012;-0.25
Business_growth_rate;ITH3;2013;-3.78
Business_growth_rate;ITH3;2014;-3.36
Business_growth_rate;ITH3;2015;0.40
Business_growth_rate;ITH3;2016;-0.92
Business_growth_rate;ITH3;2017;1.55
Business_growth_rate;ITH3;2018;0.22
Business_growth_rate;ITH3;2019;-0.44
Business_growth_rate;ITH31;2012;0.37
Business_growth_rate;ITH31;2013;-4.18
Business_growth_rate;ITH31;2014;-3.29
Business_growth_rate;ITH31;2015;0.66
Business_growth_rate;ITH31;2016;0.03
Business_growth_rate;ITH31;2017;2.04
Business_growth_rate;ITH31;2018;0.65
Business_growth_rate;ITH31;2019;0.06
Business_growth_rate;ITH32;2012;-0.27
Business_growth_rate;ITH32;2013;-3.55
Business_growth_rate;ITH32;2014;-3.67
Business_growth_rate;ITH32;2015;-0.31
Business_growth_rate;ITH32;2016;-0.97
Business_growth_rate;ITH32;2017;1.79
Business_growth_rate;ITH32;2018;0.07
Business_growth_rate;ITH32;2019;-0.37
Business_growth_rate;ITH33;2012;-1.54
Business_growth_rate;ITH33;2013;-4.46
Business_growth_rate;ITH33;2014;-4.48
Business_growth_rate;ITH33;2015;-1.83
Business_growth_rate;ITH33;2016;-3.54
Business_growth_rate;ITH33;2017;2.22
Business_growth_rate;ITH33;2018;-0.32
Business_growth_rate;ITH33;2019;-1.70
Business_growth_rate;ITH34;2012;-0.64
Business_growth_rate;ITH34;2013;-4.06
Business_growth_rate;ITH34;2014;-3.37
Business_growth_rate;ITH34;2015;0.49
Business_growth_rate;ITH34;2016;-1.10
Business_growth_rate;ITH34;2017;0.95
Business_growth_rate;ITH34;2018;0.69
Business_growth_rate;ITH34;2019;-0.85
Business_growth_rate;ITH35;2012;0.36
Business_growth_rate;ITH35;2013;-3.36
Business_growth_rate;ITH35;2014;-2.83
Business_growth_rate;ITH35;2015;1.19
Business_growth_rate;ITH35;2016;-0.89
Business_growth_rate;ITH35;2017;1.81
Business_growth_rate;ITH35;2018;0.09
Business_growth_rate;ITH35;2019;-0.27
Business_growth_rate;ITH36;2012;-0.40
Business_growth_rate;ITH36;2013;-3.48
Business_growth_rate;ITH36;2014;-3.13
Business_growth_rate;ITH36;2015;0.80
Business_growth_rate;ITH36;2016;-0.90
Business_growth_rate;ITH36;2017;0.98
Business_growth_rate;ITH36;2018;0.12
Business_growth_rate;ITH36;2019;-0.43
Business_growth_rate;ITH37;2012;-1.71
Business_growth_rate;ITH37;2013;-4.36
Business_growth_rate;ITH37;2014;-4.48
Business_growth_rate;ITH37;2015;-1.00
Business_growth_rate;ITH37;2016;-2.02
Business_growth_rate;ITH37;2017;1.80
Business_growth_rate;ITH37;2018;-1.50
Business_growth_rate;ITH37;2019;-0.95
Business_growth_rate;ITH4;2012;-1.25
Business_growth_rate;ITH4;2013;-4.14
Business_growth_rate;ITH4;2014;-4.21
Business_growth_rate;ITH4;2015;-0.65
Business_growth_rate;ITH4;2016;-0.64
Business_growth_rate;ITH4;2017;1.71
Business_growth_rate;ITH4;2018;0.20
Business_growth_rate;ITH4;2019;-1.21
Business_growth_rate;ITH41;2012;-0.58
Business_growth_rate;ITH41;2013;-4.00
Business_growth_rate;ITH41;2014;-4.30
Business_growth_rate;ITH41;2015;-1.87
Business_growth_rate;ITH41;2016;-0.51
Business_growth_rate;ITH41;2017;1.93
Business_growth_rate;ITH41;2018;0.66
Business_growth_rate;ITH41;2019;-1.34
Business_growth_rate;ITH42;2012;-1.39
Business_growth_rate;ITH42;2013;-4.45
Business_growth_rate;ITH42;2014;-4.16
Business_growth_rate;ITH42;2015;-0.90
Business_growth_rate;ITH42;2016;-0.82
Business_growth_rate;ITH42;2017;1.65
Business_growth_rate;ITH42;2018;0.22
Business_growth_rate;ITH42;2019;-1.15
Business_growth_rate;ITH43;2012;-1.35
Business_growth_rate;ITH43;2013;-3.32
Business_growth_rate;ITH43;2014;-4.61
Business_growth_rate;ITH43;2015;-1.67
Business_growth_rate;ITH43;2016;-0.71
Business_growth_rate;ITH43;2017;2.10
